,SalePrice,GrLivArea,SalePrice,Line,SubSquared,GrLivArea2,SalePrice,Line,SubSquared,OverallQual,OverallCond,YrSold,LotArea,YearBuilt,YearRemodAdd,GarageArea,GarageCars,Fireplaces,1-STD,2-STD,3-STD,,
751,162000,1320,162000,159980.6,4077976.36,36.33180425,162000,162984.0713,968396.2825,7,5,2007,7750,2003,2003,400,2,0,FALSE,FALSE,FALSE,,
752,217000,1494,217000,178621.22,1472930754,38.65229618,217000,183211.3353,1141673859,6,5,2006,9236,1997,1997,576,2,0,FALSE,FALSE,FALSE,,
753,275500,2098,275500,243327.74,1035054314,45.80392996,275500,245550.6967,896960768.4,8,5,2006,10240,2005,2005,878,3,1,TRUE,FALSE,FALSE,,
754,156000,1026,156000,128484.38,757109344,32.03123476,156000,125496.8671,930441115.4,6,8,2009,7930,1969,2005,440,2,0,FALSE,FALSE,FALSE,,
755,172500,1471,172500,176157.23,13375331.27,38.35361782,172500,180607.8158,65736677.48,6,5,2009,3230,1999,1999,440,2,0,FALSE,FALSE,FALSE,,
756,212000,1768,212000,207974.84,16201913.03,42.04759208,212000,212807.4507,651976.5866,8,5,2009,10769,2007,2007,578,2,0,FALSE,FALSE,FALSE,,
757,158900,1386,158900,167051.18,66441735.39,37.22902094,158900,170804.9297,141727351.5,6,5,2010,11616,1978,1978,440,2,1,FALSE,FALSE,FALSE,,
758,179400,1501,179400,179371.13,833.4769,38.74274126,179400,183999.727,21157488.26,7,5,2008,2280,1999,1999,440,2,0,FALSE,FALSE,FALSE,,
759,290000,2531,290000,289715.03,81207.9009,50.30904491,290000,284820.8827,26823256.08,8,5,2007,12257,1995,1995,752,3,1,TRUE,FALSE,FALSE,,
760,127500,864,127500,111129.32,267999163.7,29.39387691,127500,102507.5463,624622743,6,6,2009,9100,1959,1959,300,1,0,FALSE,FALSE,FALSE,,
761,100000,1301,100000,157945.13,3357638091,36.06937759,100000,160696.5506,3684071256,5,5,2009,6911,1924,1950,440,2,0,FALSE,FALSE,FALSE,,
762,215200,1547,215200,184299.11,954865002.8,39.33192088,215200,189135.4879,679358790.3,7,5,2010,8640,2009,2009,614,2,0,FALSE,FALSE,FALSE,,
763,337000,2365,337000,271931.45,4233916199,48.63126566,337000,270196.0165,4462772207,8,5,2009,9430,1999,1999,856,3,1,TRUE,FALSE,FALSE,,
764,270000,1494,270000,178621.22,8350081434,38.65229618,270000,183211.3353,7532272313,8,5,2006,9549,1995,1996,481,2,1,FALSE,FALSE,FALSE,,
765,264132,1506,264132,179906.78,7093887684,38.80721582,264132,184561.7389,6331426453,9,5,2008,14587,2008,2008,592,2,1,FALSE,FALSE,FALSE,,
766,196500,1714,196500,202189.82,32374051.63,41.40048309,196500,207166.731,113779150,7,5,2010,10421,1988,1988,496,2,1,FALSE,FALSE,FALSE,,
767,160000,1750,160000,206046.5,2120280162,41.83300133,160000,210936.906,2594568389,6,7,2008,12508,1940,1985,423,1,0,FALSE,FALSE,FALSE,,
768,216837,1836,216837,215259.68,2487938.382,42.84857057,216837,219789.42,8716783.594,7,5,2006,9100,2004,2005,484,2,1,FALSE,FALSE,FALSE,,
769,538000,3279,538000,369848.27,28275004302,57.26255321,538000,345433.2238,37081963292,8,5,2010,53504,2003,2003,841,3,1,TRUE,FALSE,FALSE,,
770,134900,858,134900,110486.54,596017029.2,29.29163703,134900,101616.3417,1107801911,5,5,2009,7252,1982,1982,576,2,0,FALSE,FALSE,FALSE,,
771,102000,1220,102000,149267.6,2234226010,34.92849839,102000,150751.7348,2376731645,4,5,2006,8877,1951,1951,396,2,0,FALSE,FALSE,FALSE,,
772,107000,1117,107000,138233.21,975513406.9,33.42154993,107000,137615.9665,937337402.6,6,5,2010,7819,1976,1976,672,2,1,FALSE,FALSE,FALSE,,
773,114500,912,114500,116271.56,3138424.834,30.19933774,114500,109528.5872,24714945.01,5,5,2007,10150,1958,1958,275,1,0,FALSE,FALSE,FALSE,,
774,395000,1973,395000,229936.49,27245962334,44.41846463,395000,233473.8725,26090689872,8,5,2007,14226,2006,2006,895,3,1,TRUE,FALSE,FALSE,,
775,162000,1204,162000,147553.52,208700784.4,34.69870315,162000,148748.6556,175598128.9,6,5,2009,4500,1998,1998,412,2,0,FALSE,FALSE,FALSE,,
776,221500,1614,221500,191476.82,901391337.3,40.17461885,221500,196481.1176,625944475.6,7,5,2006,11210,2005,2006,865,3,0,TRUE,FALSE,FALSE,,
777,142500,894,142500,114343.22,792804260,29.89983278,142500,106917.8623,1266088521,5,5,2006,13350,1974,1974,440,2,1,FALSE,FALSE,FALSE,,
778,144000,2020,144000,234971.6,8275832007,44.94441011,144000,238058.434,8846989013,5,5,2007,8400,1977,1977,630,2,2,FALSE,FALSE,FALSE,,
779,135000,1004,135000,126127.52,78720901.35,31.68595904,135000,122487.1677,156570971.6,6,5,2006,10530,1977,1977,504,2,0,FALSE,FALSE,FALSE,,
780,176000,1253,176000,152802.89,538105912.4,35.39774004,176000,154842.0204,447660101.3,7,5,2007,7875,1995,1996,402,2,1,FALSE,FALSE,FALSE,,
781,175900,1603,175900,190298.39,207313634.6,40.03748244,175900,195285.7269,375806408.2,6,5,2006,7153,1992,1992,484,2,0,FALSE,FALSE,FALSE,,
782,187100,1430,187100,171764.9,235165292,37.8153408,187100,175915.7627,125087163.8,7,5,2009,16285,2001,2002,605,2,0,FALSE,FALSE,FALSE,,
783,165500,1110,165500,137483.3,784935478.9,33.3166625,165500,136701.6837,829343023.9,5,6,2009,9101,1978,1978,602,2,1,FALSE,FALSE,FALSE,,
784,128000,1484,128000,177549.92,2455194572,38.52272057,128000,182081.8507,2924846570,6,6,2008,6300,1914,2001,0,0,1,TRUE,TRUE,FALSE,,
785,161500,1342,161500,162337.46,701339.2516,36.63331817,161500,165612.3078,16911075.5,6,5,2009,9790,1967,1967,457,2,1,FALSE,FALSE,FALSE,,
786,139000,1652,139000,195547.76,3197649161,40.64480287,139000,200579.6176,3792049306,5,6,2010,10800,1915,1950,416,1,0,FALSE,FALSE,FALSE,,
787,233000,2084,233000,241827.92,77932171.53,45.65084884,233000,244216.3192,125805816.1,7,5,2010,10142,2004,2004,618,2,0,FALSE,FALSE,FALSE,,
788,107900,901,107900,115093.13,51741119.2,30.01666204,107900,107936.2397,1313.313453,4,7,2008,6000,1954,2000,281,1,0,FALSE,FALSE,FALSE,,
789,187500,2087,187500,242149.31,2986547083,45.68369512,187500,244502.6336,3249300242,6,8,2007,12205,1966,2007,444,2,0,FALSE,FALSE,FALSE,,
790,160200,1145,160200,141232.85,359752779.1,33.83784863,160200,141244.7589,359301163.3,7,5,2009,3182,2005,2006,397,2,1,FALSE,FALSE,FALSE,,
791,146800,1062,146800,132341.06,209060945.9,32.58834147,146800,130353.055,270502001.2,6,5,2007,11333,1976,1976,539,2,2,FALSE,FALSE,FALSE,,
792,269790,2013,269790,234221.69,1265104676,44.86646855,269790,237379.033,1050470779,7,5,2007,9920,1996,1997,455,2,1,FALSE,FALSE,FALSE,,
793,225000,1496,225000,178835.48,2131162907,38.67815921,225000,183436.7782,1727501405,8,5,2007,9158,2007,2007,474,2,0,FALSE,FALSE,FALSE,,
794,194500,1895,194500,221580.35,733345356.1,43.53159772,194500,225743.231,976139483.3,7,5,2008,10832,1994,1996,409,2,1,FALSE,FALSE,FALSE,,
795,171000,1564,171000,186120.32,228624076.9,39.54743987,171000,191014.1238,400565152.6,6,6,2010,8400,1980,1981,476,2,1,FALSE,FALSE,FALSE,,
796,143500,1285,143500,156231.05,162079634.1,35.84689666,143500,158757.2288,232783030.3,6,5,2007,8197,1977,1977,528,2,1,FALSE,FALSE,FALSE,,
797,110000,773,110000,101380.49,74295952.64,27.80287755,110000,88639.12302,456287065.4,5,5,2008,7677,1953,1953,240,1,0,TRUE,FALSE,FALSE,,
798,485000,3140,485000,354957.2,16911129832,56.0357029,485000,334739.0151,22578363590,9,5,2009,13518,2008,2009,820,3,2,TRUE,FALSE,FALSE,,
799,175000,1768,175000,207974.84,1087340073,42.04759208,175000,212807.4507,1429403326,5,7,2007,7200,1937,1950,240,1,2,TRUE,FALSE,FALSE,,
800,200000,1688,200000,199404.44,354691.7136,41.08527717,200000,204419.144,19528833.88,6,5,2008,12798,1997,1997,603,2,0,FALSE,FALSE,FALSE,,
801,109900,1196,109900,146696.48,1353980940,34.58323293,109900,147742.1248,1432026411,4,7,2007,4800,1916,1990,440,2,0,FALSE,FALSE,FALSE,,
802,189000,1456,189000,174550.28,208794408.1,38.15756806,189000,178898.8892,102032438.7,7,5,2008,8199,2005,2005,410,2,1,FALSE,FALSE,FALSE,,
803,582933,2822,582933,320889.86,68666607221,53.12249994,582933,309345.2075,74850280212,9,5,2009,13891,2008,2009,1020,3,1,TRUE,TRUE,FALSE,,
804,118000,1128,118000,139411.64,458458327.5,33.58571125,118000,139046.9278,442973169.9,5,5,2006,9000,1954,1954,286,1,0,FALSE,FALSE,FALSE,,
805,227680,1428,227680,171550.64,3150505054,37.78888726,227680,175685.1724,2703462094,7,5,2008,12274,2008,2008,554,2,0,FALSE,FALSE,FALSE,,
806,135500,980,135500,123556.4,142649581,31.30495168,135500,119166.0028,266799463,5,5,2006,9750,1967,1967,384,1,0,FALSE,FALSE,FALSE,,
807,223500,1576,223500,187405.88,1302785499,39.69886648,223500,192334.0794,971314609.6,5,6,2009,21384,1923,2004,528,2,1,FALSE,FALSE,FALSE,,
808,159950,1086,159950,134912.18,626892430.4,32.95451411,159950,133544.9086,697228853.7,5,5,2006,13400,1966,1966,484,2,1,FALSE,FALSE,FALSE,,
809,106000,2138,106000,247612.94,20054224775,46.23851209,106000,249338.8622,20546029405,5,5,2009,8100,1898,1965,360,2,0,FALSE,FALSE,FALSE,,
810,181000,1309,181000,158802.17,492743656.7,36.18010503,181000,161661.7395,373968318.1,6,6,2006,10140,1974,1999,484,2,1,FALSE,FALSE,FALSE,,
811,144500,848,144500,109415.24,1230940384,29.12043956,144500,100124.0475,1969225157,6,5,2008,4438,2004,2004,420,2,1,FALSE,FALSE,FALSE,,
812,55993,1044,55993,130412.72,5538294725,32.31098884,55993,127935.4275,5175712881,5,5,2010,8712,1952,1952,504,2,0,FALSE,FALSE,FALSE,,
813,157900,1442,157900,173050.46,229536438.2,37.97367509,157900,177295.931,376202141,6,6,2007,9750,1958,1958,301,1,0,FALSE,FALSE,FALSE,,
814,116000,1250,116000,152481.5,1330899842,35.35533906,116000,154472.4195,1480127063,5,7,2006,8248,1918,1950,280,1,0,FALSE,FALSE,FALSE,,
815,224900,1661,224900,196511.93,805882518.3,40.75536774,224900,201543.3896,545531251.4,7,5,2010,12137,1998,1998,598,2,0,FALSE,FALSE,FALSE,,
816,137000,1008,137000,126556.04,109076300.5,31.74901573,137000,123036.8203,194970386.2,5,6,2006,11425,1954,1954,275,1,1,FALSE,FALSE,FALSE,,
817,271000,1689,271000,199511.57,5110595624,41.09744518,271000,204525.2101,4418897691,8,5,2008,13265,2002,2002,857,3,2,TRUE,FALSE,FALSE,,
818,155000,1052,155000,131269.76,563124290.5,32.43454948,155000,129012.4809,675351148.4,6,7,2010,8816,1971,1971,440,2,0,FALSE,FALSE,FALSE,,
819,224000,1358,224000,164051.54,3593817856,36.85105155,224000,167510.2461,3191092294,7,5,2010,6371,2009,2010,484,2,1,FALSE,FALSE,FALSE,,
820,183000,1640,183000,194262.2,126837148.8,40.49691346,183000,199290.4953,265380236.2,7,5,2008,7226,2003,2003,595,2,0,FALSE,FALSE,FALSE,,
821,93000,936,93000,118842.68,667844109.6,30.59411708,93000,112969.7998,398792903.1,4,4,2009,6000,1953,1953,576,2,0,FALSE,FALSE,FALSE,,
822,225000,1733,225000,204225.29,431588575.6,41.62931659,225000,209161.4269,250860398.5,7,5,2007,12394,2003,2003,433,2,1,FALSE,FALSE,FALSE,,
823,139500,1489,139500,178085.57,1488846212,38.58756276,139500,182647.0671,1861669399,6,7,2009,9900,1940,1950,240,1,1,TRUE,FALSE,FALSE,,
824,232600,1489,232600,178085.57,2971823078,38.58756276,232600,182647.0671,2495295506,8,5,2006,11216,2006,2006,776,2,1,TRUE,FALSE,FALSE,,
825,385000,2084,385000,241827.92,20498244492,45.65084884,385000,244216.3192,19820044783,10,5,2008,14803,2007,2008,1220,3,1,TRUE,TRUE,TRUE,,
826,109500,784,109500,102558.92,48178591.57,28,109500,90357.4,366439134.8,5,6,2008,6130,1924,1950,0,0,0,TRUE,TRUE,FALSE,,
827,189000,1434,189000,172193.42,282461131.3,37.86819246,189000,176376.46,159353761.8,7,5,2009,8529,2001,2001,527,2,1,FALSE,FALSE,FALSE,,
828,185000,2126,185000,246327.38,3761047538,46.10856753,185000,248206.1615,3995018849,5,5,2009,28698,1967,1967,538,2,0,FALSE,FALSE,FALSE,,
829,147400,1223,147400,149588.99,4791677.22,34.9714169,147400,151125.8468,13881934.64,7,5,2006,2544,2005,2005,480,2,0,FALSE,FALSE,FALSE,,
830,166000,1392,166000,167693.96,2869500.482,37.30951621,166000,171506.5909,30322543.56,6,5,2008,11900,1957,1957,458,2,2,FALSE,FALSE,FALSE,,
831,151000,1200,151000,147125,15015625,34.64101615,151000,148245.8096,7585564.824,7,5,2006,3180,2005,2005,480,2,0,FALSE,FALSE,FALSE,,
832,237000,1829,237000,214509.77,505810445.5,42.76680956,237000,219076.7256,321243766,7,6,2010,9548,2003,2003,613,2,1,FALSE,FALSE,FALSE,,
833,167000,1516,167000,180978.08,195386720.5,38.93584467,167000,185682.9708,349053397.9,6,6,2009,10004,1964,1964,472,2,0,FALSE,FALSE,FALSE,,
834,139950,1144,139950,141125.72,1382317.518,33.82306905,139950,141115.9283,1359388.801,5,6,2008,7875,1961,1961,456,2,0,FALSE,FALSE,FALSE,,
835,128000,1067,128000,132876.71,23782300.42,32.66496594,128000,131020.9751,9126290.702,4,7,2010,9600,1950,1995,436,2,0,FALSE,FALSE,FALSE,,
836,153500,1559,153500,185584.67,1029426049,39.48417404,153500,190462.6483,1366237370,5,6,2007,8100,1948,1973,812,2,0,TRUE,FALSE,FALSE,,
837,100000,987,100000,124306.31,590796705.8,31.41655614,100000,120138.8366,405572739.7,6,5,2008,1680,1973,1973,264,1,0,FALSE,FALSE,FALSE,,
838,144000,1099,144000,136304.87,59215025.72,33.15116891,144000,135259.1091,76403173,5,6,2008,9525,1995,2006,352,1,0,FALSE,FALSE,FALSE,,
839,130500,1200,130500,147125,276390625,34.64101615,130500,148245.8096,314913757.9,5,6,2008,11767,1946,1995,240,1,0,TRUE,FALSE,FALSE,,
840,140000,1482,140000,177335.66,1393951508,38.49675311,140000,181855.4975,1751882672,6,8,2008,12155,1925,1950,400,1,0,FALSE,FALSE,FALSE,,
841,157500,1539,157500,183442.07,672990995.9,39.23009049,157500,188247.8528,945430451.8,5,8,2008,10440,1904,2002,686,2,1,FALSE,FALSE,FALSE,,
842,174900,1165,174900,143375.45,993797252.7,34.13209633,174900,143809.6573,966609408.9,6,7,2008,9020,1966,1966,490,2,0,FALSE,FALSE,FALSE,,
843,141000,1800,141000,211403,4956582409,42.42640687,141000,216109.5034,5641437503,5,4,2007,8000,1961,1961,0,0,0,TRUE,TRUE,FALSE,,
844,153900,1416,153900,170265.08,267815843.4,37.62977544,153900,174298.2266,416087648.2,5,8,2008,12665,1915,1950,720,3,1,TRUE,FALSE,FALSE,,
845,171000,1701,171000,200797.13,887868956.2,41.24318125,171000,205795.5624,1210731160,5,5,2007,16647,1975,1981,611,2,2,FALSE,FALSE,FALSE,,
846,213000,1775,213000,208724.75,18277762.56,42.13074887,213000,213532.3117,283355.761,7,5,2009,9317,1993,1993,425,2,1,FALSE,FALSE,FALSE,,
847,133500,864,133500,111129.32,500447323.7,29.39387691,133500,102507.5463,960532187.7,5,6,2009,15523,1972,1972,338,1,1,FALSE,FALSE,FALSE,,
848,240000,2358,240000,271181.54,972288436.8,48.55924217,240000,269568.2021,874278577.6,6,8,2008,45600,1908,1997,360,2,1,FALSE,FALSE,FALSE,,
849,187000,1855,187000,217295.15,917796113.5,43.06971093,187000,221717.0563,1205273996,6,7,2007,9600,1976,1994,512,2,1,FALSE,FALSE,FALSE,,
850,131500,848,131500,109415.24,487736624.3,29.12043956,131500,100124.0475,984450393.3,6,5,2007,4435,2003,2003,420,2,0,FALSE,FALSE,FALSE,,
851,215000,1456,215000,174550.28,1636179848,38.15756806,215000,178898.8892,1303290198,8,5,2006,3196,2003,2003,400,2,1,FALSE,FALSE,FALSE,,
852,164000,1646,164000,194904.98,955117788.8,40.57092555,164000,199935.6438,1291370498,7,5,2007,7128,1941,1950,240,1,2,TRUE,FALSE,FALSE,,
853,158000,1445,158000,173371.85,236293772.4,38.01315562,158000,177640.0749,385732541.6,6,6,2009,12095,1964,1964,645,2,1,FALSE,FALSE,FALSE,,
854,170000,1779,170000,209153.27,1532978552,42.17819342,170000,213945.8764,1931240051,5,4,2006,17920,1955,1974,454,2,1,FALSE,FALSE,FALSE,,
855,127000,1040,127000,129984.2,8905449.64,32.24903099,127000,127395.3534,156304.2804,5,8,2010,6897,1962,2010,260,1,0,FALSE,FALSE,FALSE,,
856,147000,1026,147000,128484.38,342828184,32.03123476,147000,125496.8671,462384723.6,6,6,2008,10970,1978,1978,576,2,0,FALSE,FALSE,FALSE,,
857,174000,1481,174000,177228.53,10423405.96,38.48376281,174000,181742.2637,59942646.59,6,5,2009,8125,1994,1995,343,2,1,FALSE,FALSE,FALSE,,
858,152000,1370,152000,165337.1,177878236.4,37.01351105,152000,168926.3731,286502106,7,5,2009,10400,1976,1976,479,2,1,FALSE,FALSE,FALSE,,
859,250000,2654,250000,302892.02,2797565780,51.51698749,250000,295350.2765,2056647583,6,7,2006,11029,1968,1984,619,2,1,FALSE,FALSE,FALSE,,
860,189950,1426,189950,171336.38,346466849.5,37.76241518,189950,175454.4206,210121821.7,7,8,2007,7642,1918,1998,216,1,1,TRUE,FALSE,FALSE,,
861,131500,1039,131500,129877.07,2633901.785,32.23352292,131500,127260.1726,17976136.28,5,4,2010,11625,1965,1965,504,2,0,FALSE,FALSE,FALSE,,
862,152000,1097,152000,136090.61,253108690.2,33.12099032,152000,134996.0485,289134368.3,6,5,2010,9672,1984,1985,480,2,0,FALSE,FALSE,FALSE,,
863,132500,1148,132500,141554.24,81979261.98,33.88214869,132500,141630.9137,83373585.36,5,5,2009,7931,1959,1959,672,1,0,FALSE,FALSE,FALSE,,
864,250580,1372,250580,165551.36,7229869620,37.04051835,250580,169161.7904,6628924855,7,5,2008,8640,2007,2008,529,2,0,FALSE,FALSE,FALSE,,
865,148500,1002,148500,125913.26,510160823.8,31.65438358,148500,122211.9308,691062581.5,5,6,2009,8750,1970,1970,902,2,0,TRUE,TRUE,FALSE,,
866,248900,1646,248900,194904.98,2915462185,40.57092555,248900,199935.6438,2397508175,8,5,2007,10656,2006,2007,870,3,1,TRUE,FALSE,FALSE,,
867,129000,1120,129000,138554.6,91290381.16,33.46640106,129000,138006.9248,81124693.84,4,5,2007,6970,1961,1961,544,2,0,FALSE,FALSE,FALSE,,
868,169000,2320,169000,267110.6,9625689832,48.16637832,169000,266143.6865,9436895826,5,6,2006,14762,1948,1950,672,2,1,FALSE,FALSE,FALSE,,
869,236000,1949,236000,227365.37,74556835.24,44.14748011,236000,231111.7546,23894942.93,7,5,2010,9938,1993,1994,574,2,1,FALSE,FALSE,FALSE,,
870,109500,894,109500,114343.22,23456779.97,29.89983278,109500,106917.8623,6667434.91,5,5,2009,6600,1962,1962,308,1,0,FALSE,FALSE,FALSE,,
871,200500,1682,200500,198761.66,3021825.956,41.01219331,200500,203782.0866,10772092.68,6,5,2010,8750,1998,1998,523,2,0,FALSE,FALSE,FALSE,,
872,116000,910,116000,116057.3,3283.29,30.16620626,116000,109239.7867,45700483.73,5,7,2008,8892,1953,1996,414,2,0,FALSE,FALSE,FALSE,,
873,133000,1268,133000,154409.84,458381248.8,35.60898763,133000,156683.4234,560904542.5,5,7,2009,12144,1949,1950,288,1,1,FALSE,FALSE,FALSE,,
874,66500,1131,66500,139733.03,5363076683,33.63034344,66500,139435.9777,5319656845,5,6,2009,5720,1941,1950,200,1,0,TRUE,FALSE,FALSE,,
875,303477,2610,303477,298178.3,28076221.69,51.0881591,303477,291612.2652,140771931.3,8,5,2007,9000,2007,2007,550,2,1,FALSE,FALSE,FALSE,,
876,132250,1040,132250,129984.2,5133849.64,32.24903099,132250,127395.3534,23567593.98,4,5,2007,25286,1963,1963,648,2,0,FALSE,FALSE,FALSE,,
877,350000,2224,350000,256826.12,8681371914,47.15930449,350000,257365.2254,8581201469,9,5,2009,8834,2004,2005,738,3,1,TRUE,FALSE,FALSE,,
878,148000,1155,148000,142304.15,32442707.22,33.98529094,148000,142529.984,29921074.71,5,7,2010,11782,1961,1995,576,2,0,FALSE,FALSE,FALSE,,
879,136500,864,136500,111129.32,643671403.7,29.39387691,136500,102507.5463,1155486910,5,8,2009,7000,1978,2005,336,1,0,FALSE,FALSE,FALSE,,
880,157000,1090,157000,135340.7,469125276.5,33.01514804,157000,134073.4424,525627042.4,5,5,2007,7024,2005,2006,450,2,0,FALSE,FALSE,FALSE,,
881,187500,1717,187500,202511.21,225336425.7,41.43669871,187500,207482.4153,399296921.9,7,5,2007,13758,1990,1991,400,2,1,FALSE,FALSE,FALSE,,
882,178000,1593,178000,189227.09,126047549.9,39.91240409,178000,194195.4439,262292404.6,6,5,2009,9636,1992,1993,389,2,1,FALSE,FALSE,FALSE,,
883,118500,2230,118500,257468.9,19312355167,47.22287581,118500,257919.3639,19437759025,4,5,2006,6204,1912,1950,440,1,0,FALSE,FALSE,FALSE,,
884,100000,892,100000,114128.96,199627510.7,29.86636905,100000,106626.1657,43906071.9,5,5,2009,7150,1967,1967,288,1,0,FALSE,FALSE,FALSE,,
885,328900,1709,328900,201654.17,16191501252,41.34005322,328900,206639.9759,14947513497,9,5,2008,5119,1999,2000,506,2,1,FALSE,FALSE,FALSE,,
886,145000,1712,145000,201975.56,3246214437,41.37632173,145000,206956.1213,3838560962,5,5,2006,8393,1959,2005,588,2,0,FALSE,FALSE,FALSE,,
887,135500,1393,135500,167801.09,1043360415,37.32291521,135500,171623.3873,1304899112,5,7,2008,16466,1955,1955,300,1,0,FALSE,FALSE,FALSE,,
888,268000,2217,268000,256076.21,142176768,47.08502947,268000,256717.7849,127288378.3,8,6,2007,15865,1970,1970,621,2,1,FALSE,FALSE,FALSE,,
889,149500,1505,149500,179799.65,918068790.1,38.79432948,149500,184449.4112,1221461346,6,4,2009,12160,1953,1953,505,2,1,FALSE,FALSE,FALSE,,
890,122900,924,122900,117557.12,28546366.69,30.39736831,122900,111254.7801,135611147.5,5,7,2007,8064,1949,2006,576,2,1,FALSE,FALSE,FALSE,,
891,172500,1683,172500,198868.79,695313086.1,41.02438299,172500,203888.3417,985227993.3,6,5,2009,11184,1978,1978,440,2,1,FALSE,FALSE,FALSE,,
892,154500,1068,154500,132983.84,462945141.1,32.68026928,154500,131154.3712,545018382.6,6,8,2006,8414,1963,2003,264,1,0,FALSE,FALSE,FALSE,,
893,165000,1383,165000,166729.79,2992173.444,37.18870796,165000,170453.5296,29740984.85,5,5,2008,13284,1954,1954,354,1,1,FALSE,FALSE,FALSE,,
894,118858,1535,118858,183013.55,4115934596,39.17907605,118858,187803.1701,4753436480,5,5,2009,7018,1979,1979,400,2,0,FALSE,FALSE,FALSE,,
895,140000,1796,140000,210974.48,5037376811,42.3792402,140000,215698.361,5730241855,6,5,2008,7056,1963,1963,483,2,1,FALSE,FALSE,FALSE,,
896,106500,951,106500,120449.63,194592177.1,30.83828789,106500,115098.1879,73928834.84,4,6,2006,8765,1936,1950,327,1,0,FALSE,FALSE,FALSE,,
897,142953,2240,142953,258540.2,13360400804,47.32863826,142953,258841.274,13430092057,5,5,2009,7018,1979,1979,528,2,0,FALSE,FALSE,FALSE,,
898,611657,2364,611657,271824.32,1.15486E+11,48.62098312,611657,270106.3857,1.16657E+11,9,5,2010,12919,2009,2010,820,3,2,TRUE,FALSE,FALSE,,
899,135000,1236,135000,150981.68,255414095.6,35.15679166,135000,152741.7216,314768684,5,7,2006,6993,1961,1994,288,1,1,FALSE,FALSE,FALSE,,
900,110000,858,110000,110486.54,236721.1716,29.29163703,110000,101616.3417,70285726.85,4,6,2007,7340,1971,1971,684,1,0,FALSE,FALSE,FALSE,,
901,153000,1306,153000,158480.78,30038949.41,36.138622,153000,161300.1402,68892328.05,5,7,2009,8712,1957,2000,756,1,0,TRUE,FALSE,FALSE,,
902,180000,1509,180000,180228.17,52061.5489,38.8458492,180000,184898.4983,23995285.58,7,5,2006,7875,2003,2003,393,2,1,FALSE,FALSE,FALSE,,
903,240000,1670,240000,197476.1,1808282071,40.86563348,240000,202504.5539,1405908475,7,5,2006,14859,2006,2006,690,3,1,TRUE,FALSE,FALSE,,
904,125500,902,125500,115200.26,106084644.1,30.03331484,125500,108081.3988,303407669.3,5,6,2007,6173,1967,1967,288,1,0,FALSE,FALSE,FALSE,,
905,128000,1063,128000,132448.19,19786394.28,32.60368077,128000,130486.7646,6183998.022,5,5,2010,9920,1954,1954,280,1,0,FALSE,FALSE,FALSE,,
906,255000,1636,255000,193833.68,3741318702,40.44749683,255000,198859.7404,3151728749,8,5,2007,13501,2006,2006,865,3,1,TRUE,FALSE,FALSE,,
907,250000,2057,250000,238935.41,122425151.9,45.35416188,250000,241630.1583,70054250.23,7,7,2006,11500,1936,1987,180,1,1,TRUE,FALSE,FALSE,,
908,131000,902,131000,115200.26,249631784.1,30.03331484,131000,108081.3988,525262282.9,5,5,2006,8885,1983,1983,484,2,0,FALSE,FALSE,FALSE,,
909,174000,1484,174000,177549.92,12601932.01,38.52272057,174000,182081.8507,65316309.96,6,5,2009,12589,2005,2005,390,2,1,FALSE,FALSE,FALSE,,
910,154300,2274,154300,262182.62,11638659698,47.68647607,154300,261960.4746,11590777793,5,5,2010,11600,1960,1960,480,2,0,FALSE,FALSE,FALSE,,
911,143500,1268,143500,154409.84,119024608.8,35.60898763,143500,156683.4234,173802651.7,5,7,2009,9286,1977,1989,252,1,0,TRUE,FALSE,FALSE,,
912,88000,1015,88000,127305.95,1544957705,31.85906464,88000,123996.0947,1295718833,5,7,2006,6120,1925,1950,450,1,0,FALSE,FALSE,FALSE,,
913,145000,2002,145000,233043.26,7751615631,44.74371464,145000,236309.0118,8337335635,5,6,2007,6270,1949,1950,871,3,0,TRUE,FALSE,FALSE,,
914,173733,1224,173733,149696.12,577771600.1,34.98571137,173733,151250.4489,505465105.7,6,5,2009,3000,2009,2009,528,2,0,FALSE,FALSE,FALSE,,
915,75000,1092,75000,135554.96,3666903181,33.04542328,75000,134337.3457,3520920592,4,5,2007,2001,1970,1970,286,1,0,FALSE,FALSE,FALSE,,
916,35311,480,35311,69991.4,1202730144,21.9089023,35311,37262.51957,3808428.634,2,3,2006,9000,1949,1950,308,1,0,FALSE,FALSE,FALSE,,
917,135000,1229,135000,150231.77,232006817.3,35.05709629,135000,151872.6969,284687900.9,4,6,2009,17140,1956,1956,284,1,0,FALSE,FALSE,FALSE,,
918,238000,2127,238000,246434.51,71140958.94,46.11941023,238000,248300.6751,106103907.4,7,5,2007,13125,1991,1991,833,3,1,TRUE,FALSE,FALSE,,
919,176500,1414,176500,170050.82,41591922.67,37.60319135,176500,174066.4984,5921930.067,6,8,2008,11029,1958,2002,601,2,1,FALSE,FALSE,FALSE,,
920,201000,1721,201000,202939.73,3762552.473,41.48493703,201000,207902.8991,47650015.47,6,5,2007,8462,1994,1994,471,2,0,FALSE,FALSE,FALSE,,
921,145900,2200,145900,254255,11740806025,46.9041576,145900,255141.161,11933631246,5,7,2008,8777,1900,2003,0,0,0,TRUE,TRUE,FALSE,,
