,SalePrice,GrLivArea,OverallQual,OverallCond,YrSold,LotArea,YearBuilt,YearRemodAdd,GarageArea,GarageCars,Fireplaces
930,201000,1466,8,5,2009,8925,2007,2007,610,3,0
931,117500,925,5,6,2009,9100,1965,1965,429,1,0
932,320000,1905,9,5,2007,11670,2006,2006,788,3,1
933,190000,1500,7,5,2009,8487,2004,2004,570,2,0
934,242000,2069,7,7,2008,27650,1960,2007,505,2,1
935,79900,747,4,5,2006,5825,1926,1953,528,2,0
936,184900,1200,7,5,2009,10083,2003,2003,555,2,0
937,253000,1971,7,5,2009,9675,2005,2005,689,2,1
938,239799,1962,7,5,2006,8760,2006,2006,868,3,0
939,244400,2403,7,7,2010,24090,1940,1950,349,1,2
940,150900,1728,6,5,2006,12640,1976,1976,574,2,0
941,214000,2060,7,5,2009,8755,1999,1999,390,2,1
942,150000,1440,4,3,2007,7711,1977,1977,0,0,0
943,143000,1632,5,4,2007,25000,1967,1967,576,2,0
944,137500,1344,6,6,2009,14375,1958,1958,525,2,1
945,124900,1869,5,6,2009,8820,1890,1996,456,2,0
946,143000,1144,5,6,2006,8163,1959,1959,796,1,1
947,270000,1629,8,5,2007,14536,2002,2003,808,3,1
948,192500,1776,7,5,2006,14006,2002,2002,474,2,1
949,197500,1381,6,7,2010,9360,1972,2006,676,2,1
950,129000,864,5,8,2007,7200,1950,2002,720,2,0
951,119900,965,5,5,2006,7800,1965,1965,300,1,0
952,133900,768,5,8,2009,7200,1972,2003,396,1,0
953,172000,1968,5,4,2008,11075,1969,1969,530,2,1
954,127500,980,6,5,2006,9400,1975,1975,0,0,0
955,145000,1958,6,6,2007,7136,1946,1950,492,2,0
956,124000,1229,6,6,2009,1300,1980,1980,462,2,1
957,132000,1057,5,5,2007,7420,1962,1962,576,2,0
958,185000,1337,7,5,2007,8450,2003,2003,531,2,0
959,155000,1416,7,5,2010,2572,1999,1999,484,2,0
960,116500,858,5,7,2010,7207,1958,2008,0,0,0
961,272000,2872,6,7,2008,12227,1977,1995,619,2,1
962,155000,1548,6,6,2007,2308,1976,1976,440,2,1
963,239000,1800,9,5,2009,11923,2007,2007,702,2,0
964,214900,1894,7,5,2010,11316,2002,2003,510,2,1
965,178900,1484,6,5,2007,10237,2005,2007,393,2,1
966,160000,1308,5,7,2009,9600,1940,1950,256,1,2
967,135000,1098,5,7,2008,7390,1955,1955,260,1,0
968,37900,968,3,6,2009,5925,1910,1950,0,0,0
969,140000,1095,6,5,2006,10382,1958,1958,264,1,0
970,135000,1192,4,4,2006,10800,1949,1950,0,0,0
971,173000,1626,7,5,2009,2268,2003,2004,474,2,0
972,99500,918,6,5,2010,7892,1979,1979,264,1,1
973,182000,1428,7,5,2008,11639,2007,2008,480,2,0
974,167500,2019,7,8,2009,11414,1910,1993,532,2,0
975,165000,1382,7,5,2006,2651,2000,2000,490,2,0
976,85500,869,4,7,2006,5900,1923,1958,0,0,0
977,199900,1241,7,5,2007,4274,2006,2007,569,2,0
978,110000,894,4,5,2007,9450,1954,1954,400,2,0
979,139000,1121,5,6,2009,8816,1963,1963,480,2,0
980,178400,999,7,9,2008,12122,1961,2007,588,2,0
981,336000,2612,8,5,2009,12203,1998,1999,676,3,1
982,159895,1266,7,5,2008,3182,2007,2007,388,2,1
983,255900,2290,8,5,2008,11250,2002,2002,779,2,1
984,126000,1734,5,5,2009,10125,1977,1977,539,2,0
985,125000,1164,5,5,2008,10880,1950,1950,240,1,0
986,117000,1635,6,8,2006,5310,1910,2003,255,1,0
987,395192,1940,9,5,2010,10159,2009,2010,606,3,1
988,195000,2030,6,6,2007,12046,1976,1976,551,2,1
989,197000,1576,7,5,2006,8125,2006,2006,614,2,0
990,348000,2392,8,5,2006,9452,1997,1998,870,3,1
991,168000,1742,8,9,2009,17671,1882,1986,424,2,1
992,187000,1851,6,8,2007,9760,1964,1993,440,2,1
993,173900,1500,6,5,2006,8846,2005,2006,564,2,0
994,337500,1718,10,5,2009,12456,2006,2007,786,3,1
995,121600,1230,4,7,2006,4712,1946,1950,305,1,0
996,136500,1050,5,6,2006,10659,1961,1961,368,1,0
997,185000,1442,6,6,2009,11717,1970,1970,615,2,1
998,91000,1077,3,4,2006,9786,1922,1950,210,1,1
999,206000,1208,7,5,2010,6762,2006,2006,632,2,0
1000,82000,944,3,3,2009,10206,1952,1952,528,2,0
1001,86000,691,5,6,2007,5400,1920,1950,216,1,0
1002,232000,1574,8,5,2008,11957,2006,2006,824,3,1
1003,136905,1680,5,6,2007,11500,1976,1976,528,2,0
1004,181000,1504,7,5,2009,3182,2005,2006,457,2,1
1005,149900,985,5,8,2008,8385,1977,1977,328,1,0
1006,163500,1657,6,3,2007,12155,1970,1970,484,2,1
1007,88000,1092,4,4,2009,2217,1970,1970,286,1,0
1008,240000,1710,7,5,2009,12118,2004,2005,550,2,1
1009,102000,1522,5,5,2006,6000,1926,1950,0,0,0
1010,135000,1271,5,5,2008,21286,1948,1950,312,1,1
1011,100000,1664,5,5,2010,9825,1965,1965,0,0,0
1012,165000,1502,6,7,2007,10592,1923,1996,180,1,2
1013,85000,1022,5,4,2009,7200,1910,2006,280,1,0
1014,119200,1082,6,5,2007,11664,1948,1950,240,1,1
1015,227000,1665,8,6,2009,8400,2001,2001,528,2,0
1016,203000,1504,7,5,2009,11883,1996,1996,478,2,1
1017,187500,1360,8,5,2009,5814,1984,1984,565,2,1
1018,160000,1472,7,5,2007,10784,1991,1992,402,2,1
1019,213490,1506,7,5,2006,3013,2005,2005,440,2,1
1020,176000,1132,4,5,2008,7024,2005,2005,451,2,0
1021,194000,1220,7,5,2006,7406,2006,2006,632,2,0
1022,87000,1248,5,5,2007,9439,1930,1950,160,1,0
1023,191000,1504,7,5,2008,3182,2005,2006,437,2,1
1024,287000,2898,8,6,2008,15498,1976,1976,665,2,1
1025,112500,882,5,5,2007,7700,1972,1972,461,2,0
1026,167500,1264,5,5,2010,9300,1960,1960,461,2,2
1027,293077,1646,8,5,2008,9520,2007,2008,800,3,1
1028,105000,1376,5,5,2007,9492,1941,1950,240,1,1
1029,118000,1218,6,7,2006,1680,1972,1972,264,1,0
1030,160000,1928,5,8,2006,7082,1916,1995,0,0,0
1031,197000,3082,7,3,2009,15863,1920,1970,672,2,2
1032,310000,2520,8,7,2006,14541,1993,1993,796,3,1
1033,230000,1654,7,5,2006,8125,2002,2002,900,3,0
1034,119750,954,5,7,2007,6305,1938,1950,240,1,1
1035,84000,845,4,3,2009,11500,1957,1957,290,1,0
1036,315500,1620,9,5,2009,12898,2007,2008,912,3,1
1037,287000,2263,8,5,2008,9240,2001,2002,905,2,1
1038,97000,1344,4,6,2009,1533,1970,2008,0,0,1
1039,80000,630,4,4,2009,1477,1970,1970,286,1,0
1040,155000,1803,5,4,2006,13125,1957,2000,484,2,1
1041,173000,1632,6,8,2008,9130,1966,2000,484,2,0
1042,196000,1306,6,5,2009,5381,2005,2005,624,2,1
1043,262280,2329,7,5,2008,11839,1990,1990,514,2,1
1044,278000,2524,8,5,2009,9600,1981,1981,542,2,1
1045,139600,1733,3,5,2009,13680,1955,1955,452,2,1
1046,556581,2868,9,5,2006,16056,2005,2006,716,3,1
1047,145000,990,5,5,2008,9245,1994,1995,672,2,0
1048,115000,1771,5,4,2009,21750,1960,2006,336,2,1
1049,84900,930,4,7,2010,11100,1946,2006,308,1,0
1050,176485,1302,7,5,2007,8993,2007,2007,436,2,0
1051,200141,1316,7,5,2007,11175,2007,2007,440,2,1
1052,165000,1977,6,6,2007,9500,1964,1978,540,2,1
1053,144500,1526,5,6,2010,8562,1957,2002,364,1,1
1054,255000,1989,8,5,2006,11367,2002,2002,586,2,1
1055,180000,1523,6,5,2008,11361,1976,1976,478,2,1
1056,185850,1364,7,5,2006,7052,2005,2005,484,2,1
1057,248000,1850,7,6,2009,29959,1994,1994,467,2,1
1058,335000,2184,9,5,2009,11308,2008,2008,836,3,1
1059,220000,1991,6,7,2007,11275,1932,1950,432,2,1
1060,213500,1338,8,5,2010,4920,2001,2001,582,2,0
1061,81000,894,3,4,2008,18000,1935,1950,1248,3,0
1062,90000,2337,5,5,2007,13600,1900,1950,560,2,0
1063,110500,1103,6,6,2006,6000,1925,1980,440,2,1
1064,154000,1154,5,6,2009,11000,1966,1966,480,2,1
1065,328000,2260,7,5,2010,14000,1996,1997,533,2,0
1066,178000,1571,6,7,2009,7837,1993,1994,380,2,1
1067,167900,1611,6,6,2008,9760,1964,1964,442,2,0
1068,151400,2521,6,4,2006,3964,1973,1973,576,2,1
1069,135000,893,5,7,2007,9600,1949,2003,576,2,0
1070,135000,1048,5,5,2007,10152,1956,1956,286,1,0
1071,154000,1556,6,6,2009,11700,1968,1968,441,2,0
1072,91500,1456,5,3,2006,7585,1948,1950,280,1,1
1073,159500,1426,6,6,2009,7950,1977,1977,440,2,0
1074,194000,1240,7,5,2007,8556,2006,2006,826,3,0
1075,219500,1740,7,6,2007,13125,1940,1984,240,1,2
1076,170000,1466,5,8,2006,10800,1936,1989,566,2,1
1077,138800,1096,5,5,2006,15870,1969,1969,299,1,0
1078,155900,848,6,5,2006,4435,2004,2004,420,2,1
1079,126000,990,5,5,2007,8775,1994,1994,299,1,0
1080,145000,1258,6,7,2008,11040,1971,2004,528,2,0
1081,133000,1040,5,5,2010,7500,1963,1963,308,1,0
1082,192000,1459,7,5,2007,8749,2002,2002,527,2,1
1083,160000,1251,6,6,2006,8800,1964,1964,461,1,2
1084,187500,1498,6,5,2006,13031,1995,1996,409,2,1
1085,147000,996,6,6,2010,9069,1992,1992,564,2,0
1086,83500,1092,4,5,2010,1974,1973,1973,286,1,0
1087,252000,1953,8,5,2009,10574,2005,2006,1043,3,1
1088,137500,1709,7,5,2006,2522,2004,2004,380,2,0
1089,197000,1247,8,5,2006,3316,2005,2005,550,2,1
1090,92900,1040,3,4,2009,8544,1950,1950,400,2,0
1091,160000,1252,7,5,2008,2160,1999,2000,462,2,0
1092,136500,1694,6,5,2008,8400,1925,1950,576,2,1
1093,146000,1200,5,8,2006,9230,1965,1998,884,2,0
1094,129000,936,5,7,2010,5868,1956,2000,308,1,0
1095,176432,1314,6,5,2007,9317,2006,2006,440,2,1
1096,127000,1355,6,7,2007,6882,1914,2006,0,0,0
1097,170000,1088,8,5,2007,3696,1986,1986,461,2,0
1098,128000,1324,4,6,2009,6000,1936,1950,240,1,0
1099,157000,1601,7,5,2009,11880,1978,1978,478,2,1
1100,60000,438,2,5,2009,8400,1920,1950,246,1,0
1101,119500,950,5,5,2007,9758,1971,1971,280,1,0
1102,135000,1134,5,7,2007,7000,1960,2002,254,1,0
1103,159500,1194,6,6,2006,8910,1959,1959,539,2,1
1104,106000,1302,5,5,2007,2016,1970,1970,440,2,0
1105,325000,2622,8,5,2010,12256,1994,1995,712,2,2
1106,179900,1442,7,5,2007,10357,1990,1991,719,2,1
1107,274725,2021,7,5,2006,23257,2006,2006,422,2,1
1108,181000,1690,6,5,2007,8063,2000,2000,463,2,1
1109,280000,1836,8,5,2009,11362,2004,2005,862,3,1
1110,188000,1658,6,5,2008,8000,1995,1996,431,2,1
1111,205000,1964,7,6,2008,10480,1976,1976,483,2,1
1112,129900,816,5,7,2006,7100,1957,1957,308,1,0
1113,134500,1008,5,7,2007,8923,1953,2006,240,1,0
1114,117000,833,5,7,2006,5400,1954,2000,326,1,0
1115,318000,1734,8,5,2007,12085,2007,2007,928,3,1
1116,184100,1419,8,5,2009,7750,2002,2002,527,2,1
1117,130000,894,5,7,2008,9764,1967,2003,450,2,0
1118,140000,1601,5,6,2008,13825,1958,1987,300,1,0
1119,133700,1040,5,5,2006,7560,1959,1959,286,1,0
1120,118400,1012,6,5,2007,8263,1920,1950,308,1,1
1121,212900,1552,7,5,2006,10084,2005,2006,782,3,0
1122,112000,960,4,3,2009,8926,1956,1956,288,1,0
1123,118000,698,5,9,2009,9405,1947,2008,0,0,0
1124,163900,1482,7,5,2007,9125,1992,1992,392,2,1
1125,115000,1005,4,5,2009,10434,1955,1955,672,2,1
1126,174000,1555,7,5,2009,3684,2007,2007,660,3,1
1127,259000,1530,7,5,2007,14572,2004,2004,630,3,1
1128,215000,1959,7,5,2007,11796,2004,2005,434,2,1
1129,140000,936,5,5,2007,7200,1980,1980,672,2,0
1130,135000,1981,4,3,2009,7804,1928,1950,576,2,2
1131,93500,974,5,5,2007,10712,1991,1992,0,0,0
1132,117500,2210,6,4,2007,9900,1880,1950,205,1,0
1133,239500,2020,8,5,2009,9828,1995,1995,466,2,1
1134,169000,1600,6,5,2007,8773,1997,1997,460,2,1
1135,102000,986,6,5,2007,6180,1926,1950,180,1,1
1136,119000,1252,6,5,2008,9600,1950,1950,288,1,0
1137,94000,1020,5,8,2010,6342,1875,1996,0,0,0
1138,196000,1567,6,5,2009,9819,1977,1977,714,2,2
1139,144000,1167,5,5,2007,8731,1920,1950,495,2,1
1140,139000,952,5,7,2008,7350,1951,1951,840,2,0
1141,197500,1868,5,7,2009,10304,1976,1976,484,2,1
1142,424870,2828,8,5,2007,9965,2006,2007,1052,3,1
1143,80000,1006,5,3,2008,9000,1959,1959,0,0,0
1144,80000,924,4,4,2010,12180,1941,1950,280,1,0
1145,149000,1576,5,6,2006,6240,1928,1950,225,1,1
1146,180000,1298,6,5,2006,11200,1985,1985,403,2,1
1147,174500,1564,7,7,2009,12000,1941,1950,234,1,1
1148,116900,1111,7,7,2008,5700,1926,1950,288,1,1
1149,143000,1482,7,9,2009,9000,1920,1988,324,2,0
1150,124000,932,6,5,2007,8280,1950,1950,306,1,1
1151,149900,1466,5,4,2006,17755,1959,1959,528,2,2
1152,230000,1811,6,7,2006,14115,1956,2004,470,2,1
1153,120500,816,6,8,2008,5890,1930,2007,432,1,0
1154,201800,1820,7,6,2008,13700,1965,1988,492,2,2
1155,218000,1437,5,8,2007,10768,1976,2004,528,2,1
1156,179900,1265,5,8,2008,9350,1965,1999,502,2,1
1157,230000,1314,7,5,2009,5001,2007,2008,626,2,1
1158,235128,1580,8,5,2008,11932,2007,2008,830,3,0
1159,185000,1876,6,6,2008,9120,1974,1974,540,2,1
1160,146000,1456,6,5,2010,2280,1978,1978,440,2,1
1161,224000,1640,6,7,2008,14778,1954,2006,924,2,1
1162,129000,894,5,5,2007,8724,1968,1968,450,2,1
1163,108959,1258,4,4,2008,12900,1969,1969,400,2,0
1164,194000,1432,5,7,2007,16157,1978,1978,588,2,1
1165,233170,1502,7,5,2009,9541,2009,2009,644,2,0
1166,245350,1694,8,5,2010,10475,2008,2008,776,3,0
1167,173000,1671,6,5,2006,10852,2000,2000,472,2,1
1168,235000,2108,6,7,2008,13728,1935,1986,540,2,2
1169,625000,3627,10,5,2006,35760,1995,1996,807,3,1
1170,171000,1118,6,6,2008,9880,1977,1977,358,1,1
1171,163000,1261,6,6,2008,9120,1958,1958,433,2,1
1172,171900,1250,7,5,2008,4017,2006,2007,625,2,0
1173,200500,3086,5,6,2007,18030,1946,1994,0,0,1
1174,239000,2345,6,8,2006,16560,1932,1950,360,2,1
1175,285000,2872,8,5,2007,10678,1992,2000,541,2,1
1176,119500,923,5,5,2008,6951,1984,1985,264,1,0
1177,115000,1224,6,8,2009,3950,1926,2004,210,1,0
1178,154900,1343,5,6,2009,7681,1921,1950,186,1,1
1179,93000,1124,5,5,2006,8335,1954,1954,0,0,1
1180,250000,2514,7,5,2006,11170,1990,1991,693,2,0
1181,392500,1652,8,5,2008,5587,2008,2008,482,2,1
1182,745000,4476,10,5,2007,15623,1996,1996,813,3,2
1183,120000,1130,5,6,2006,10800,1920,1950,720,2,1
1184,186700,1572,5,4,2007,35133,1963,1963,995,3,2
1185,104900,1221,5,7,2006,9738,1924,1950,392,1,0
1186,95000,1699,3,5,2009,10615,1900,1970,420,2,0
1187,262000,1624,8,5,2006,12461,1994,1995,757,3,1
1188,195000,1660,7,5,2009,8935,2002,2002,493,2,0
1189,189000,1804,7,5,2010,7500,1999,1999,442,2,1
1190,168000,1622,4,4,2007,32463,1961,1975,1356,4,1
1191,174000,1441,8,5,2007,2645,1999,2000,492,2,0
1192,125000,1472,5,8,2007,9600,1925,1994,250,1,0
1193,165000,1224,6,5,2009,4500,1999,1999,402,2,0
1194,158000,1352,6,7,2010,9364,1969,1969,299,1,0
1195,176000,1456,6,5,2008,8029,2005,2005,400,2,0
1196,219210,1863,7,5,2006,14054,2006,2006,660,3,1
1197,144000,1690,7,6,2006,8850,1916,1950,225,1,1
1198,178000,1212,7,5,2009,9100,2001,2001,573,2,0
1199,148000,1382,4,5,2006,11235,1963,1979,459,2,1
1200,116050,864,4,5,2006,9353,1970,1970,280,1,0
1201,197900,1779,7,5,2009,10400,1998,1998,546,2,0
1202,117000,1348,5,8,2009,6000,1925,1997,216,1,1
1203,213000,1630,7,5,2009,9750,2000,2001,451,2,1
1204,153500,1074,5,6,2006,10140,1975,1975,495,2,0
1205,271900,2196,7,7,2009,14684,1990,1991,701,3,1
1206,107000,1056,4,4,2006,8900,1966,1966,384,1,0
1207,200000,1700,6,5,2006,9135,2003,2003,544,2,0
1208,140000,1283,5,7,2008,7763,1962,1980,506,2,0
1209,290000,1660,8,5,2006,10182,2006,2006,500,2,1
1210,189000,1845,6,5,2010,11218,1992,1992,462,2,1
1211,164000,1752,8,7,2010,12134,1988,2005,492,2,0
1212,113000,672,4,6,2009,9340,1941,1950,234,1,0
1213,145000,960,4,9,2006,10246,1965,2001,364,1,0
1214,134500,999,5,5,2006,10205,1962,1962,300,1,0
1215,125000,894,5,5,2007,7094,1966,1966,384,1,0
1216,112000,1902,6,5,2010,8930,1978,1978,539,2,0
1217,229456,1314,8,5,2009,8640,2009,2009,552,2,0
1218,80500,912,4,5,2006,6240,1947,1950,0,0,0
1219,91500,1218,6,5,2006,1680,1971,1971,0,0,0
1220,115000,912,5,5,2006,7800,1964,1964,288,1,0
1221,134000,1211,5,5,2008,8250,1968,1968,322,1,1
1222,143000,1846,6,6,2007,10496,1949,1950,315,1,1
1223,137900,2136,5,3,2006,10680,1951,1951,528,2,0
1224,184000,1490,7,5,2008,15384,2004,2005,388,2,1
1225,145000,1138,6,8,2007,10482,1958,1958,264,1,0
1226,214000,1933,6,5,2008,14598,2007,2007,668,3,1
1227,147000,912,5,8,2008,8872,1965,2008,576,2,0
1228,367294,1702,9,5,2008,8769,2008,2008,1052,3,1
1229,127000,1507,5,5,2008,7910,1960,1960,404,1,0
1230,190000,2620,5,5,2007,18890,1977,1977,600,2,1
1231,132500,1190,5,6,2006,7728,1962,1962,540,2,0
1232,101800,1224,4,5,2007,9842,1962,1962,462,2,0
1233,142000,1188,5,5,2010,12160,1959,1959,531,2,0
1234,130000,1964,5,6,2008,8525,1911,1950,0,0,0
1235,138887,1784,5,5,2006,13132,1914,1950,180,1,0
1236,175500,1626,7,5,2010,2628,2003,2003,474,2,0
1237,195000,1948,7,5,2006,12393,2004,2005,434,2,1
1238,142500,1141,6,5,2006,13072,2005,2005,484,2,0
1239,265900,1484,8,5,2007,9037,2006,2006,472,2,1
1240,224900,1768,7,5,2008,8158,2003,2003,543,2,0
1241,248328,1689,7,6,2007,9849,2007,2007,954,3,0
1242,170000,1173,7,6,2010,10625,1974,1974,528,2,2
1243,465000,2076,10,5,2006,13891,2006,2006,850,3,1
1244,230000,1517,8,7,2006,11435,1929,1950,400,2,2
1245,178000,1868,6,7,2007,12090,1984,2003,477,2,1
1246,186500,1553,7,5,2006,8125,2005,2006,615,2,0
1247,169900,1034,6,5,2010,12328,1976,1976,888,3,0
1248,129500,2058,6,5,2008,9600,1917,1950,396,2,1
1249,119000,988,5,7,2007,7200,1950,1950,276,1,0
1250,244000,2110,7,5,2010,11160,1968,1968,522,2,2
1251,171750,1405,7,5,2006,3136,2003,2003,478,2,1
1252,130000,874,5,6,2009,9858,1968,1968,288,1,0
1253,294000,2167,7,7,2007,17542,1974,2003,518,2,2
1254,165400,1656,7,5,2008,6931,2003,2004,397,2,1
1255,127500,1367,6,6,2007,6240,1931,1950,560,1,1
1256,301500,1987,8,5,2008,14303,1994,1994,691,2,1
1257,99900,864,5,8,2009,4060,1922,1950,0,0,0
1258,190000,1166,7,5,2008,9587,2005,2005,400,2,0
1259,151000,1054,6,8,2008,9750,1969,1969,460,2,0
1260,181000,1675,6,5,2009,24682,1999,1999,502,2,1
1261,128900,1050,5,6,2009,9600,1956,1956,338,1,0
1262,161500,1788,4,5,2009,11250,1957,1989,304,1,2
1263,180500,1824,6,6,2007,13515,1919,1950,520,2,1
1264,181000,1337,6,5,2008,4060,1998,1999,511,2,0
1265,183900,1452,7,5,2006,3735,1999,1999,506,2,0
1266,122000,1889,7,4,2007,10120,1910,1950,308,1,1
1267,378500,2018,9,5,2010,13214,2008,2009,746,3,1
1268,381000,3447,8,9,2008,14100,1935,1997,1014,3,2
1269,144000,1524,5,5,2007,11344,1958,1958,315,1,0
1270,260000,1524,7,6,2010,23595,1979,1979,586,2,1
1271,185750,1489,6,7,2009,9156,1968,1968,462,2,1
1272,137000,935,5,6,2006,13526,1965,1965,288,1,0
1273,177000,1357,6,7,2008,11512,1959,2006,312,1,1
1274,139000,1250,5,6,2007,5362,1910,2003,552,2,1
1275,137000,1920,5,5,2007,11345,1948,1950,400,2,0
1276,162000,1395,6,6,2009,12936,1972,1972,497,2,1
1277,197900,1724,6,5,2009,17871,1967,1976,480,2,1
1278,237000,2031,8,5,2008,9473,2002,2002,577,2,1
1279,68400,1128,4,4,2010,7500,1920,1950,528,2,0
1280,227000,1573,7,5,2009,9808,2002,2002,544,2,0
1281,180000,1339,7,5,2006,8049,1990,1990,484,2,1
1282,150500,1040,5,7,2009,8800,1977,2008,484,2,0
1283,139000,1824,6,5,2010,9400,1971,1971,0,0,0
1284,169000,2447,6,7,2010,9638,1919,1990,336,1,1
1285,132500,1412,6,6,2009,6000,1939,1950,280,1,1
1286,143000,1328,6,5,2010,9790,1963,1963,528,2,2
1287,190000,1582,5,5,2006,36500,1964,1964,390,2,0
1288,278000,1659,8,5,2009,5664,2000,2000,499,2,1
1289,281000,1970,8,5,2006,11065,2006,2006,753,3,1
1290,180500,1152,5,7,2010,14112,1964,1964,484,2,1
1291,119500,1302,5,7,2009,1680,1972,1972,264,1,0
1292,107500,2372,5,4,2009,6600,1892,1965,432,1,0
1293,162900,1664,7,5,2006,10140,1976,1976,528,2,1
1294,115000,864,5,7,2006,8172,1955,1990,572,2,0
1295,138500,1052,5,5,2006,8400,1968,1968,288,1,0
1296,155000,1128,5,6,2008,8700,1963,1963,525,2,0
1297,140000,1072,6,5,2006,3675,2005,2006,525,2,0
1298,160000,5642,10,5,2008,63887,2008,2008,1418,2,3
1299,154000,1246,5,7,2010,7500,1959,1994,305,1,0
1300,225000,1983,7,5,2009,10762,1999,1999,490,2,1
1301,177500,1494,6,7,2009,7500,1942,1950,213,1,2
1302,290000,2526,8,5,2006,10120,1994,1994,844,3,1
1303,232000,1616,7,5,2006,8688,2005,2005,834,3,0
1304,130000,1708,7,5,2006,3363,2004,2004,380,2,0
1305,325000,1652,9,5,2009,13173,2006,2007,840,2,2
1306,202500,1368,7,5,2006,6955,2005,2006,474,2,1
1307,138000,990,5,5,2009,8072,1994,1995,480,2,0
1308,147000,1122,5,7,2008,12000,1948,2005,528,2,0
1309,179200,1294,6,5,2008,7153,1991,1991,496,2,0
1310,335000,1902,7,8,2010,17500,1959,2002,567,2,2
1311,203000,1274,7,5,2007,8814,2005,2007,508,2,0
1312,302000,2810,8,5,2007,9572,1990,1990,750,2,1
1313,333168,2599,9,5,2010,14774,1999,1999,779,3,1
1314,119000,948,4,6,2007,8190,1954,1954,280,1,1
1315,206900,2112,6,5,2008,11075,1969,1969,576,2,2
1316,295493,1630,8,5,2009,10226,2008,2008,860,3,1
1317,208900,1352,7,5,2007,4230,2006,2007,466,2,1
1318,275000,1787,8,5,2006,14781,2001,2002,748,3,1
1319,111000,948,4,5,2007,10215,1954,1954,248,1,0
1320,156500,1478,6,3,2009,8400,1957,1957,442,2,2
1321,72500,720,3,6,2008,6627,1949,1950,287,1,0
1322,190000,1923,7,5,2010,10186,1992,1992,564,2,1
1323,82500,708,4,7,2009,5330,1940,1950,0,0,0
1324,147000,1795,8,5,2007,9986,2006,2007,895,3,1
1325,55000,796,4,4,2008,3636,1922,1950,0,0,0
1326,79000,774,3,6,2007,4270,1931,2006,0,0,0
1327,130500,816,5,9,2008,6600,1982,2008,264,1,1
1328,256000,2792,6,7,2008,10440,1920,1950,520,2,2
1329,176500,1632,7,5,2006,9084,1998,1998,462,2,1
1330,227000,1588,8,5,2007,10000,2006,2006,825,3,1
1331,132500,954,5,5,2006,10780,1976,1976,576,2,0
1332,100000,816,4,6,2009,8877,1938,1958,288,1,1
1333,125500,1360,5,6,2006,7200,1938,1995,297,1,0
1334,125000,1365,5,6,2009,2368,1970,1970,440,2,0
1335,167900,1334,6,5,2009,9650,1977,1977,630,2,1
1336,135000,1656,5,5,2008,9246,1973,1973,506,2,0
1337,52500,693,4,4,2006,4118,1941,1950,0,0,0
1338,200000,1861,7,5,2006,13450,2002,2002,492,2,0
1339,128500,864,5,7,2006,9560,1972,1972,288,1,0
1340,123000,872,4,5,2007,8294,1971,1971,480,4,0
1341,155000,1114,6,5,2008,13695,2003,2004,576,2,0
1342,228500,2169,8,5,2007,9375,2002,2002,647,2,1
1343,177000,1913,6,6,2009,7558,1928,1950,342,2,1
1344,155835,1456,7,5,2007,11103,2006,2006,440,2,1
1345,108500,960,4,4,2007,6000,1920,1950,308,1,0
1346,262500,2156,7,7,2006,20781,1968,2003,508,2,1
1347,283463,1776,8,5,2007,15306,2006,2007,712,3,1
1348,215000,1494,7,5,2007,16196,1998,1998,514,2,1
1349,122000,2358,8,5,2008,5250,1872,1987,0,0,0
1350,200000,2634,5,5,2009,11643,1969,1969,968,4,0
1351,171000,1716,6,6,2008,9247,1962,1962,490,2,1
1352,134900,1176,6,9,2009,6000,1937,2000,624,2,0
1353,410000,3238,8,5,2010,14720,1995,1996,666,3,1
1354,235000,1865,7,5,2008,10316,2000,2000,839,3,1
1355,170000,1920,7,6,2006,10192,1968,1992,487,2,1
1356,110000,892,5,5,2008,9477,1966,1966,264,1,0
1357,149900,1078,5,6,2010,12537,1971,2008,500,2,1
1358,177500,1573,6,5,2010,2117,2000,2000,440,2,0
1359,315000,1980,9,5,2006,16737,2004,2005,770,3,1
1360,189000,2601,5,6,2008,9842,1921,1998,621,2,0
1361,260000,1530,7,5,2009,16158,2005,2005,430,2,1
1362,104900,1738,4,4,2009,12513,1920,2007,368,1,1
1363,156932,1412,6,5,2007,8499,2006,2007,432,2,1
1364,144152,1200,7,5,2006,3180,2005,2005,480,2,0
1365,216000,1674,7,5,2010,7500,2000,2000,663,2,0
1366,193000,1790,7,5,2008,9179,1999,1999,588,2,0
1367,127000,1475,5,6,2006,2665,1977,1977,336,1,1
1368,144000,848,6,5,2009,4435,2003,2004,420,2,0
1369,232000,1668,8,5,2010,10635,2003,2003,502,2,1
1370,105000,1374,4,6,2009,5400,1920,1950,338,1,0
1371,165500,1661,6,6,2008,9600,1955,1996,377,1,1
1372,274300,2097,7,6,2006,9750,1998,1998,583,2,1
1373,466500,2633,10,5,2007,11400,2001,2002,804,3,2
1374,250000,1958,7,5,2008,10625,2005,2005,936,3,1
1375,239000,1571,8,5,2007,10991,2007,2007,722,3,1
1376,91000,790,6,5,2008,6292,1930,1950,160,1,0
1377,117000,1604,5,5,2009,10998,1941,1960,660,2,0
1378,83000,987,6,5,2006,1953,1973,1973,264,1,0
1379,167500,1394,5,5,2008,9735,2006,2007,400,2,0
1380,58500,864,3,3,2010,8212,1914,1950,200,1,0
1381,237500,2117,6,7,2008,12925,1970,1970,550,2,2
1382,157000,1762,7,7,2006,7200,1920,1950,576,2,0
